"﻿""Story Primary ID""",Story ID,User Primary ID,User ID,Gender,Age,Title,Account Created Date,Interest,ADL Flag,Event Title,Event Category,Event Flag,Mental Illness Prevalance by Age,Mental Illness Prevalance by Gender,Mental Illness Prevalance by Age and Gender,language-google,language-tika,translated title,Object_Recognized,captions,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,Location name,Lng.,Lat.
105121,STY1654471380,30551,USR1649272043,,12,Scotty Pippen Jr. Discusses Love For Kobe Bryant Growing Up,2022-04-07 00:37:23,"nba, basketball, kobe bryant",1,,,0,45,49,22,en,en,Scotty Pippen Jr. Discusses Love For Kobe Bryant Growing Up,['basketball'],"['a group of men playing a game of basketball .', 'a group of young men playing a game of basketball .', 'a group of men standing on top of a basketball court .']",0.0041927783749997,1.3191814105084632e-05,0.0002447293081786,0.0011375644244253,0.0007032623398117,5.53447098354809e-05,9.909695654641836e-05,Sierra Canyon,-119.84157,39.01769
105120,STY1654471283,11312,USR1637705407,others,75,Lakers Named Most Searched NBA Team,2021-11-24 03:40:07,"lakers, nba",1,,,0,14,21,3,en,en,Lakers Named Most Searched NBA Team,"['sweatshirt', 'jersey, T-shirt, tee shirt']","['a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform holding a bat .', 'a man in a baseball uniform holding a baseball bat']",0.0005319067277014,1.704688543213706e-06,4.0005928894970566e-05,0.0001241127611137,0.000154614681378,1.553333095216658e-05,1.7548887626617216e-05,Brooklyn,-73.94958,40.6501
105118,STY1654469379,40945,USR1654102346,female,23,The Rock reveals BTS stills from the reshoots and builds on hype for the trailer,2022-06-01 22:22:26,"the rock, dceu, black adam",0,"Inflation Hits 9.1%, Highest since 1980s ",News ,0,30,25,7,en,en,The Rock reveals BTS stills from the reshoots and builds on hype for the trailer,"['cloak', 'abaya']","['a woman sitting on a bed with a black umbrella .', 'a woman laying on a bed with a black umbrella .', 'a woman laying on a bed with a bag .']",0.0108189340680837,1.3294973541633226e-05,0.0001929081627167,0.0045708385296165,0.0016256232047453,9.259561193175614e-05,6.949737871764228e-05,Little Rock,-92.28959,34.74648
105111,STY1654467075,23515,USR1642587832,,23,"Playoff Serie C, il Palermo vince 1-0 a Padova",2022-01-19 15:53:52,"serie c, palermo",1,,,0,30,21,6,it,it,"Serie C Playoff, Palermo wins 1-0 at Padova","['scoreboard', 'cinema, movie theater, movie theatre, movie house, picture palace']","['a group of people standing next to a sign .', 'a group of people standing next to a large building .', 'a group of people standing next to a large building']",0.0004085820110049,1.3438777841656702e-06,3.008421117556281e-05,8.010022429516539e-05,0.0001086913980543,1.7760725313564762e-05,1.3299994861881714e-05,Ahl Chrif,-5.78916,35.06524
105109,STY1654466985,23515,USR1642587832,,23,Tutti i risultati delle gare di Nations League del 5 giugno,2022-01-19 15:53:52,nations league,0,,,0,30,21,6,it,it,All results of the Nations League games on 5 June,"['tennis ball', 'ping-pong ball']","['a man holding a tennis racquet on a tennis court .', 'a young boy holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .']",0.0003571641573216,1.4213778740668204e-06,3.3895241358550265e-05,7.205906149465591e-05,9.676598710939288e-05,1.5174708096310496e-05,1.3496507563104387e-05,Republic of Slovenia,15.0,46.08333
105106,STY1654466489,23515,USR1642587832,,23,"Mané, prima offerta del Bayern al Liverpool: 25 mln + 5 di bonus",2022-01-19 15:53:52,mané,1,,,0,30,21,6,it,it,Bayern's first bid for Liverpool: 25 million + 5 bonuses,"['volleyball', 'parallel bars, bars']","['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']",0.0005574187380261,1.4373249541677069e-06,3.913472392014228e-05,0.0001025698438752,0.0001340038288617,1.929382415255532e-05,1.6136287740664557e-05,Federal Republic of Germany,10.5,51.5
105103,STY1654466245,40955,USR1654102793,male,26,"Nadal Clenches his 22nd Grand Slam, creates history",2022-06-01 22:29:53,"nadal, roland garros, tennis, french open, History",1,"Inflation Hits 9.1%, Highest since 1980s ",News ,0,25,15,4,en,en,"Nadal Clenches his 22nd Grand Slam, creates history","['volleyball', 'basketball']","['a group of men standing next to each other .', 'a group of people standing around each other .', 'a group of men standing next to each other holding racquets .']",0.0012092705583199,6.266617674555164e-06,0.0001265480386791,0.0002199447771999,0.0003506655048113,3.5570359614212066e-05,5.17813277838286e-05,Gyeongsangbuk-do,128.75,36.33333
105099,STY1654465895,23515,USR1642587832,,23,Non solo partite tra amici: al Camp Nou è possibile organizzare matrimoni,2022-01-19 15:53:52,camp nou,1,,,0,30,21,6,it,it,Not just friends' games: weddings can be arranged at Camp Nou,"['restaurant, eating house, eating place, eatery', 'dining table, board']","['a group of people sitting at a table with plates of food .', 'a group of people standing around a table with a cake .', 'a group of people sitting at a table with plates of food']",0.0003557757590897,1.320654064329574e-06,2.663615123310592e-05,7.232975622173399e-05,0.0001031546416925,1.6807211068226025e-05,1.2137360499764329e-05,Camp Nou,2.12461,41.37938
105098,STY1654465827,23515,USR1642587832,,23,Real Valladolid promosso: Ronaldo mantiene la promessa,2022-01-19 15:53:52,ronaldo,1,,,0,30,21,6,it,it,Real Valladolid promoted: Ronaldo keeps his promise,"['mountain bike, all-terrain bike, off-roader']","['a man riding a bike down a street holding a surfboard .', 'a man riding a bike down a street next to a bike .', 'a man riding a bike down a street next to a woman .']",0.0004416230076458,1.530205167910026e-06,3.6114506656304e-05,7.584231934743002e-05,0.0001134247868321,2.2071466446504928e-05,1.4687570001115093e-05,Santiago,-70.64827,-33.45694
105095,STY1654465579,23515,USR1642587832,,23,Matić ad un passo dalla Roma,2022-01-19 15:53:52,"matic, roma",1,,,0,30,21,6,it,it,A Step From Rome,"['soccer ball', 'torch']","['a group of young men playing a game of frisbee .', 'a group of young men playing a game of basketball .', 'a group of young men standing next to each other .']",0.0013922547223046,2.8053259484295268e-06,7.985815318534151e-05,0.0002016947255469,0.0003443659807089,4.558123691822402e-05,3.3041953429346904e-05,Manchester,-2.25,53.41667
105094,STY1654465513,23515,USR1642587832,,23,"«Senza dubbio il 14 è un numero magico in questo 2022», i complimenti del Real Madrid a Nadal",2022-01-19 15:53:52,"real madrid, nadal",1,,,0,30,21,6,it,it,"""No doubt 14 is a magic number in this 2022,"" compliments of Real Madrid to Nadal","['web site, website, internet site, site']","['a group of men playing a game of basketball .', 'a group of men playing a game of frisbee .', 'a group of people standing on top of a basketball court .']",0.0004230945196468,1.2891769074485635e-06,3.249051587772556e-05,7.738778367638588e-05,0.0001264910970348,1.654795414651744e-05,1.3335276889847592e-05,Madrid,-3.70256,40.4165
105092,STY1654465185,28759,USR1646533379,,25,The Rosa Parks of LGBTQIA+ Community: Stormie DeLarverie.,2022-03-06 07:52:59,"pride month, women empowerment",1,,,0,30,21,6,en,en,The Rosa Parks of LGBTQIA+ Community: Stormie DeLarverie.,"['bow tie, bow-tie, bowtie', 'suit, suit of clothes']","['a black and white photo of a man wearing a suit and tie .', 'a black and white photo of a man in a suit and tie', 'a black and white photo of a man in a suit .']",0.0308620017021894,0.0005118437693454,0.0012329092714935,0.0584850683808326,0.0042845201678574,0.0005763172521255,0.0039922688156366,New York,-75.4999,43.00035
105089,STY1654461717,23748,USR1642618401,male,26,Il Milan è pronto a riscattare Florenzi,2022-01-20 00:23:21,"Sports, sport, calcio, serie a, football, italy",1,,,0,25,15,4,it,it,Milan is ready to redeem Florenzi,"['baseball', 'ballplayer, baseball player']","['a baseball player holding a bat on a field .', 'a man in a baseball uniform throwing a baseball .', 'a man in a baseball uniform throwing a ball .']",0.0003843809536192,1.2319104598645936e-06,2.9196768082329072e-05,6.219457281986251e-05,0.0001122087414842,1.598715789441485e-05,1.2772421541740188e-05,Milan,9.18951,45.46427
105088,STY1654461533,23748,USR1642618401,male,26,Molina si appresta a lasciare l’Udinese,2022-01-20 00:23:21,"Sports, sport, calcio, serie a, football, italy",1,,,0,25,15,4,it,it,Molina is about to leave Udinese.,"['sweatshirt', 'sleeping bag']","['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone to his ear .', 'a man in a suit and tie holding a cell phone']",0.0030745570547878,6.2291214817378204e-06,0.0001133713813032,0.0008125214953906,0.0007367012440226,5.552068614633754e-05,7.382082549156621e-05,Town of Italy,-96.88662,32.18574
105087,STY1654461335,23748,USR1642618401,male,26,Il Milan piazza il colpo Renato Sanches,2022-01-20 00:23:21,"Sports, sport, calcio, football, italy, serie a",1,,,0,25,15,4,it,it,Milan takes the shot Renato Sanches,"['baseball', 'ping-pong ball']","['a man in white shirt and black shorts playing soccer .', 'a man in white shirt and shorts playing a game of frisbee .', 'a man in white shirt and shorts playing a game of soccer .']",0.0003423943126108,1.350571665170719e-06,2.838704858731944e-05,6.092216790420935e-05,9.65639264904894e-05,1.679777415120043e-05,1.2706744200841058e-05,Milan,9.18951,45.46427
105086,STY1654461130,23748,USR1642618401,male,26,La Roma piazza il colpo Matic,2022-01-20 00:23:21,"Sports, sport, calcio, football, serie a",1,,,0,25,15,4,it,it,Rome lays the Matic blow,"['horizontal bar, high bar', 'balance beam, beam']","['a man in a white shirt and black shorts playing frisbee .', 'a man in a white shirt and black shorts playing soccer .', 'a man in a white shirt and black shorts playing a game of soccer .']",0.0008259190944954,1.961758471225039e-06,6.0503003624035046e-05,0.0001064624666469,0.0002109106135321,2.830916491802781e-05,2.3442637029802427e-05,Rome,12.51133,41.89193
105078,STY1654460530,23515,USR1642587832,,23,"Barcellona, è possibile affittare il Camp Nou per giocare con gli amici",2022-01-19 15:53:52,barcellona,1,,,0,30,21,6,it,it,"Barcelona, you can rent Camp Nou to play with your friends","['solar dish, solar collector, solar furnace', 'scoreboard']","['a group of people standing on top of a plane .', 'a group of people standing next to each other on a field .', 'a group of people standing next to each other in front of a plane .']",0.00038561745896,1.3751539427175883e-06,3.1599214707966894e-05,7.006105442997068e-05,0.0001065967589966,1.7502825357951224e-05,1.4019586160429752e-05,Camp Nou,2.12461,41.37938
105076,STY1654460454,23515,USR1642587832,,23,"Ufficiale, Antonio Rüdiger è un nuovo giocatore del Real Madrid",2022-01-19 15:53:52,"rudiger, real madrid",0,,,0,30,21,6,it,it,Officer Antonio Rüdiger is a new player for Real Madrid,"['ballplayer, baseball player', 'racket, racquet']","['a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie is holding a microphone .']",0.0004359481390565,1.4308068330137758e-06,3.818254845100455e-05,9.430106729269028e-05,0.0001164089408121,1.6810592569527216e-05,1.554517075419426e-05,Madrid,-3.70256,40.4165
105072,STY1654460154,23748,USR1642618401,male,26,Portogallo-Svizzera le formazioni ufficiali,2022-01-20 00:23:21,"Sports, sport, calcio, football",0,,,0,25,15,4,it,it,Portugal-Switzerland official formations,"['suit, suit of clothes', 'Windsor tie']","['a man in a suit and tie standing on a sidewalk .', 'a man in a suit and tie standing in front of a building .', 'a man in a suit and tie standing on a street .']",0.0005351104191504,2.23088886741607e-06,6.261673843255267e-05,0.0001085667754523,0.0001149452145909,2.0362253053463064e-05,1.8994036508956924e-05,Jesús Gómez Portugal,-102.29095,21.99607
105071,STY1654460081,23515,USR1642587832,,23,L’Argentina vince 3-0 la Finalissima contro l’Italia,2022-01-19 15:53:52,argentina italia,1,,,0,30,21,6,it,it,Argentina defeated Italy 3-0 in the final.,"['torch', 'basketball']","['a young man holding a white frisbee in his hands .', 'a young man holding a white frisbee in his right hand .', 'a young man holding a white frisbee on top of a field .']",0.0004555210180114,1.5221419289446203e-06,3.30162511090748e-05,0.0001230776542797,0.0001135342972702,1.7034608390531503e-05,1.4455342352448495e-05,Perosa Argentina,7.19091,44.95744
105068,STY1654460011,23748,USR1642618401,male,26,Repubblica Ceca-Spagna formazioni ufficiali,2022-01-20 00:23:21,"Sports, sport, calcio, football",0,,,0,25,15,4,it,it,Czech Republic-Spain official formations,"['torch', 'bearskin, busby, shako']","['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other in a room .']",0.0006039813160896,2.1165590169403004e-06,6.360936095006764e-05,0.0001130826713051,0.0001425106456736,2.086043059534859e-05,1.916105065902229e-05,Kingdom of Spain,-4.0,40.0
105066,STY1654459892,23515,USR1642587832,,23,Nadal vince il suo 14° Roland Garros,2022-01-19 15:53:52,nadal,1,,,0,30,21,6,it,it,Nadal wins his 14th Roland Garros.,"['horizontal bar, high bar', 'torch']","['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racket in his hand .', 'a man holding a tennis racket in his hand']",0.0004098549252375,1.5066467540236772e-06,3.948104495066218e-05,7.259136327775195e-05,0.0001111962119466,1.7263844711123966e-05,1.5787649317644536e-05,Wimbledon,-0.20805,51.42212
105063,STY1654459662,28646,USR1646131008,male,30,"UEFA Nations League 2022-23: Portugal vs Switzerland preview, prediction, live stream and more",2022-03-01 16:06:48,"preview, football, portugal fc, uefa nations league campaign",1,,,0,25,15,4,en,en,"UEFA Nations League 2022-23: Portugal vs Switzerland preview, prediction, live stream and more","['soccer ball', 'volleyball']","['a group of young men playing a game of soccer .', 'a group of people playing soccer on a field', 'a group of young men kicking around a soccer ball .']",0.0005286769010126,2.1495495730050607e-06,5.5565975344507024e-05,0.0001192019044538,0.0001128528965637,1.8597946109366603e-05,2.138584386557341e-05,Switzerland,8.01427,47.00016
105061,STY1654459482,28646,USR1646131008,male,30,Luis Enrique explains De Gea snub after United shotstopper is left out of Spanish squad,2022-03-01 16:06:48,"news, football, manchester united, luis enrique",1,,,0,25,15,4,en,en,Luis Enrique explains De Gea snub after United shotstopper is left out of Spanish squad,['soccer ball'],"['a group of young men playing a game of soccer .', 'a group of young men kicking around a soccer ball .', 'a group of young men kicking a soccer ball around a field .']",0.0006163118523545,1.6236496094279571e-06,5.1347422413527966e-05,8.46358816488646e-05,0.0001618875103304,1.612196683709044e-05,1.898632217489649e-05,Manchester,-2.25,53.41667
105060,STY1654459074,28646,USR1646131008,male,30,"AFCON Qualifying 2022-23: Equatorial Guinea vs Libya preview, prediction, live stream and more",2022-03-01 16:06:48,"afcon, preview, football, libya",1,,,0,25,15,4,en,en,"AFCON Qualifying 2022-23: Equatorial Guinea vs Libya preview, prediction, live stream and more","['torch', 'soccer ball']","['a group of young children playing a game of soccer .', 'a group of young men playing a game of soccer .', 'a group of children playing soccer on a field']",0.0012303951662033,4.900311978417449e-06,0.0001303413009736,0.0003799866826739,0.0001849402033258,3.819973790086806e-05,4.222377174301073e-05,Republic of Equatorial Guinea,10.5,1.7
105059,STY1654458949,41244,USR1654187711,female,27,World's Deadliest Spider,2022-06-02 22:05:11,"wildlife, spiders, funnel-web",1,"Inflation Hits 9.1%, Highest since 1980s ",News ,0,25,25,6,en,en,World's Deadliest Spider,"['barn spider, Araneus cavaticus', 'tarantula']","['a pair of scissors sitting on top of a table .', 'a pair of scissors sitting on top of a wooden table .', 'a pair of shoes sitting on top of a bed .']",0.0042337742634117,2.8191836463520303e-05,0.0002212762483395,0.0036577188875526,0.0009544379427097,0.000145025740494,0.0002703205973375,State of Queensland,145.0,-20.0
105058,STY1654458905,28646,USR1646131008,male,30,"Jose Mourinho confirms stay at AS Roma, despite Paris Saint-Germain links on the rise",2022-03-01 16:06:48,"news, football, psg, jose mourinho",1,,,0,25,15,4,en,en,"Jose Mourinho confirms stay at AS Roma, despite Paris Saint-Germain links on the rise","['horizontal bar, high bar', 'parallel bars, bars']","['a man holding a tennis racquet on a tennis court .', 'a man holding a baseball bat on a field .', 'a man holding a tennis racquet on top of a tennis court .']",0.0009158013854175,2.64871437138936e-06,7.800429011695087e-05,0.0002015013596974,0.0002074583462672,2.0746276277350265e-05,3.357398963999003e-05,Manchester,-2.25,53.41667
105055,STY1654458408,28646,USR1646131008,male,30,"UEFA Nations League 2022-23: Bulgaria vs Georgia preview, prediction, live stream and more",2022-03-01 16:06:48,"preview, football, uefa nations league campaign, georgia",1,,,0,25,15,4,en,en,"UEFA Nations League 2022-23: Bulgaria vs Georgia preview, prediction, live stream and more",['soccer ball'],"['a soccer player is kicking a soccer ball .', 'a soccer player is kicking a soccer ball', 'a soccer player is kicking the ball on the field .']",0.0025721155107021,9.00451050256379e-06,0.0004002364294137,0.000382713828003,0.0002794178435578,6.158614269224927e-05,0.0001489733695052,Georgia,43.4999,41.99998
105054,STY1654458012,28646,USR1646131008,male,30,"UEFA Nations League 2022-23: Sweden vs Norway preview, prediction, live stream and more",2022-03-01 16:06:48,"preview, football, uefa nations league campaign, norway",1,,,0,25,15,4,en,en,"UEFA Nations League 2022-23: Sweden vs Norway preview, prediction, live stream and more","['rugby ball', 'soccer ball']","['a young boy kicking a soccer ball on a field .', 'a young boy kicking a soccer ball around a field .', 'a young boy is kicking a soccer ball .']",0.0006597017054446,3.727119064933504e-06,7.516350888181478e-05,0.0002298470353707,0.0001163514607469,2.0192082956782546e-05,3.3937871194211766e-05,Serbia,20.45998,44.81892
105051,STY1654457584,28653,USR1646144495,male,30,"UEFA Nations League 2022-23: Serbia vs Slovenia preview, prediction, live stream and more",2022-03-01 19:51:35,"preview, football, uefa nations league campaign, serbia",1,,,0,25,15,4,en,en,"UEFA Nations League 2022-23: Serbia vs Slovenia preview, prediction, live stream and more","['rugby ball', 'ballplayer, baseball player']","['a man in a baseball uniform throwing a baseball .', 'a man in a baseball uniform throwing a ball .', 'a man in a baseball uniform holding a baseball bat .']",0.000610057148151,3.566672830856988e-06,8.003112452570349e-05,0.0001666573953116,0.000110547276563,2.008559022215195e-05,3.4820008295355365e-05,Kingdom of Sweden,15.0,62.0
105048,STY1654457339,11045,USR1637258628,others,22,Soon-to-be parents Sonam Kapoor and Anand Ahuja are all smiles in new PICS,2021-11-18 23:33:48,"bollywood, bollywood music, bollywood style, bollywood fashion, bollywood life, bollywood news, bollywood gossip, bollywood movie, bollywood movies, bollywood dance, motherhood, motherland, mother's day, mother, mother’s day, mother nature, mother’s love, mother’s never off duty, mother child, mother & child",1,,,0,30,21,6,en,en,Soon-to-be parents Sonam Kapoor and Anand Ahuja are all smiles in new PICS,"['sunglasses, dark glasses, shades', 'sunglass']","['a man and a woman posing for a picture .', 'a man and a woman standing next to each other .', 'a man and a woman posing for a picture']",0.0011925799772143,3.491761844998109e-06,9.800086263567208e-05,0.0001533266768092,0.0003834571689367,3.1022998882690445e-05,2.942805440397933e-05,Italian Republic,12.83333,42.83333
105047,STY1654457323,28653,USR1646144495,male,30,"France lose to Denmark but Karim Benzema shines again, as Nkunku praises Nueve",2022-03-01 19:51:35,"news, football, karim benzema, champion league",1,,,0,25,15,4,en,en,"France lose to Denmark but Karim Benzema shines again, as Nkunku praises Nueve","['torch', 'barbell']","['a man in a white shirt and tie holding a microphone .', 'a man in a suit and tie holding a tennis racket .', 'a man in a suit and tie holding a tennis racket']",0.0007780889864079,4.28553494202788e-06,0.0001080570800695,0.0001996202336158,0.0001506133703514,2.506886812625453e-05,3.803913568845019e-05,Kingdom of Denmark,10.0,56.0
105044,STY1654457049,28653,USR1646144495,male,30,"UEFA Nations League 2022-23: Czech Republic vs Spain preview, prediction, live stream and more",2022-03-01 19:51:35,"preview, football, spain, uefa nations league",1,,,0,25,15,4,en,en,"UEFA Nations League 2022-23: Czech Republic vs Spain preview, prediction, live stream and more",['soccer ball'],"['a group of young men playing a game of soccer .', 'a group of young children playing a game of soccer .', 'a group of children playing soccer on a field']",0.0010545086115598,5.875721853954019e-06,0.0001469757262384,0.0003113579296041,0.0001465394016122,2.66218285105424e-05,7.086367259034887e-05,Kingdom of Spain,-4.0,40.0
105043,STY1654456812,28653,USR1646144495,male,30,Nick Pope set to leave championship side Burnley for Premier League football at Fulham,2022-03-01 19:51:35,"news, football, nick pope, premier league",1,,,0,25,15,4,en,en,Nick Pope set to leave championship side Burnley for Premier League football at Fulham,"['balance beam, beam', 'maillot']","['a young boy holding a baseball bat in his hands .', 'a young boy holding a baseball bat on a field .', 'a young boy holding a tennis racquet on a tennis court .']",0.0008353982702828,6.620980002480792e-06,0.0001175935612991,0.0001494850585004,0.0002657372970134,2.5132445443887264e-05,4.646526940632612e-05,Manchester City Centre,-2.24555,53.48097
105041,STY1654455366,41724,USR1654309258,,24,Four Countries To Visit If You Appreciate Learning History,2022-06-04 07:50:58,"travel, History",1,,,0,30,21,6,en,en,Four Countries To Visit If You Appreciate Learning History,"['palace', 'altar']","['a large building with a clock on it', 'a large building with a clock on the side of it .', ""a large cathedral with a clock on it 's face .""]",0.0030590584501624,3.3471274946350604e-05,0.0003021887678187,0.0018772188341245,0.0004594110068865,0.0001297929848078,8.337947656400502e-05,British Indian Ocean Territory,72.0,-6.0
105040,STY1654453125,34742,USR1651842829,male,20,Naveen Kumar Jindal removed as Delhi media chief,2022-05-06 18:43:49,bjp leader,1,,,0,30,15,4,en,en,Naveen Kumar Jindal removed as Delhi media chief,"['web site, website, internet site, site', 'torch']","['a man holding a surfboard in front of a building .', 'a man in a blue shirt holding a white frisbee .', 'a man holding a surfboard in front of a sign .']",0.0005520333652384,1.213082214235328e-06,2.9643528250744566e-05,9.075512934941798e-05,0.0001718146668281,1.363040973956231e-05,1.1231659300392494e-05,Delhi,77.23149,28.65195
